sentence,spoiler,page,trope
"Season 2 cleans up the gene pool  Veronica Donovan, Tweener, Haywire )  They took care of   Roland  early in season four.",True,PrisonBreak,TooDumbToLive
"He doesn't end up getting killed for it, but  at times Sucre's persistent unwillingness to understand that EVERYONE in Maricruz's family dislikes him approaches this.",True,PrisonBreak,TooDumbToLive
Sarah has to try and stop him from   scalding/drowning his mother .,True,PrisonBreak,WhatTheHellHero
"Heinously averted with Wyatt   and Mahone's son , but also played straight with Abruzzi, who's horrified when he hears that  one of his henchmen killed T-Bag's four year old cousin .",True,PrisonBreak,WouldntHurtAChild
"Which is funny, considering   T-Bag  himself averts this (especially in his backstory).",True,PrisonBreak,WouldntHurtAChild
The flash forward has him dead.,True,PrisonBreak,YourPrincessIsInAnotherCastle
"In one episode, we see a lonely, antisocial killer who is being dominated by his mother.",False,Profiler,EvilMatriarch
In a manner of speaking    Jack is gunned down  by Sam in front of her late husband's grave.,True,Profiler,GraveMarkingScene
Rachael's quirk is that she's obsessed with coffee.,False,Profiler,MustHaveCaffeine
"Tropes Featured: open/close all folders    A-H   AB Negative   The culprit in ""This Episode Sucks"" was targeting people with O- blood because he suffered from a rare blood disorder and could no longer afford the frequent blood transfusions he needed.",True,Psych,TitleDrop
"In the same episode, O- was referred to as ""a rare blood type"".",True,Psych,TitleDrop
The murder is now  always on Wednesday,False,Psych,AlwaysMurder
"Shawn:  I'm Shawn Spencer, and this is my partner Lavender Gooms/Gi Buttersnaps/Coco Mickey.",False,Psych,AwesomeMcCoolName
"Played straight with Despereaux in ""Indiana Shawn,"" but then subverted.",True,Psych,BackForTheDead
"Juliet and Abigail barely saved from death, Shawn  officially  breaking up with Abigail, and Juliet suffering psychological trauma...yet they survived.",True,Psych,BittersweetEnding
"Oh, and they didn't catch Yin, Mary died, and Yang's still insane.",True,Psych,BittersweetEnding
"The real city is a small town of less than 100,000 people that has 1-2 murders a year.",False,Psych,CityOfAdventure
"He admonishes the interns to speak positively around the coma patient, lest they frighten him into remaining comatose.",False,Psych,ComatoseCanary
"Yang,"" where Shawn's callous goofy jokes over the kidnapping of a waitress and later   his mother  seem like crossing the line even by the show's very loose, wacky standards.",True,Psych,ComedicSociopathy
"Shawn confides in Gus that if he starts taking the case seriously, then he'll be playing by the killer's rules instead of his own, which would allow the killer to win, and would likely cause Shawn to actually have to  deal  with the incredible amount of fear he was mentally blocking out.",True,Psych,ComedicSociopathy
"One episode is about how Shawn used to idolize firemen, which his policeman father tried to pull him away from; after meeting firemen as an adult, he thanks his father for ""keeping him off the pole...in more ways than one.",False,Psych,ContinuityNod
"When he's finally rid of her ( she has a heart attack, and is told to retire for health reasons - not that she would have gotten in anyways; she had myriad other health problems that would have made doing the job well quite difficult for her ) and told that  Da Chief  thinks they're similar, he's  horrified  by the thought that this is what internal affairs and the rest of the department thinks of him.",True,Psych,CowboyCop
"Also, there's a longer version of the song that airs occasionally.",False,Psych,CreditsGag
Lampshaded a pair of students smart enough to hack into the police database  that need money attempt to get said money do so by  using the hacking skills to create a cover ID to rob places .,True,Psych,CutLexLuthorACheck
The cast notes that they were really stupid.,True,Psych,CutLexLuthorACheck
"He's something of an aversion, though, being for the most part a pretty well-adjusted (if oddball) guy.",False,Psych,DefectiveDetective
"""Yang 3 in 2D"" has  her implying she wants to host  The View  and make out with Elizabeth Hasselbeck.",True,Psych,DepravedBisexual
Yang  is revealed as this through flashbacks when Shawn meets  her at the end.,True,Psych,TheDogWasTheMastermind
"""That wasn't a jelly donut.",False,Psych,DonutMessWithACop
""" One of the villains, described as "" a fabulous Emmett Smith ,"" cocks his gold-plated pistol and says, "" I don't even need to do that .",False,Psych,DramaticGunCock
One episode involves a rigged poker game with invisibly marked cards.,False,Psych,FixingTheGame
"Yang and young Shawn, at the time played by Liam James .",True,Psych,FlashbackWithTheOtherDarrin
"The photograph is brought back in ""Yang 3 in 2D,"" but  the young Shawn in the photograph is now Skyler Gisondo, who replaced James in season 5 .",True,Psych,FlashbackWithTheOtherDarrin
"In ""Death is in the Air"" Shawn calls back to this when trying to tell Jules   that he loves her .",True,Psych,FreePrizeAtTheBottom
The owners of fine art would steal them from themselves and blame the crime on Desperaux.,True,Psych,GentlemanThief
"However, as Extradition II shows, he's every bit as capable as he originally claimed.",True,Psych,GentlemanThief
"  Henry, if two out of three of your cop buddies were  dirty cops , what are the odds the third one will be one too?",True,Psych,GenreBlindness
Corbin Bernsen plays his character both in the present and 20 years ago.,False,Psych,HairTodayGoneTomorrow
Shawn even occasionally uses it as a gag introduction to the duo.,False,Psych,HeterosexualLifePartners
""" Shawn:  You mean you'll shoot me.",True,Psych,IfYouEverDoAnythingToHurtHer
"Happens at least once, usually to shore up a case that's low on physical evidence.",False,Psych,INeverSaidItWasPoison
"In the season six finale,  Henry retires after learning that half of his old partners were crooked, covering up murder and drug trafficking for some extra money on the side.",False,Psych,INeverSaidItWasPoison
actually enters a relationship with one .,True,Psych,Irony
"""  In  Let's Get Hairy , after Shawn protests to Henry that he has a case to solve, Henry remarks that Shawn has a case every week.",False,Psych,LampshadeHanging
", Shawn tells his father ""slap a wig on you, it's the spitting image of yourself 20 years ago"".",False,Psych,LampshadeHanging
"in the Shining tribute ep, Shawn suggests that Lassie is letting his imagination run away with him saying ""it happens to Gus and I once every seven days"".",False,Psych,LeaningOnTheFourthWall
"His followup line when called on it (usually by Gus), ""I've heard it both ways,"" is heard about  Once an Episode .",False,Psych,Malaproper
"""  Lampshaded  again  by Shawn with ""I've heard it both ways... actually, I haven't.",False,Psych,Malaproper
"But when  Juliet finally makes an offer for a date, Shawn happens to be on his way to a date with a childhood sweetheart.",True,Psych,MomentKiller
"Far, far worse is when he has to give her hints to his location over the phone under the pretense of saying goodbye to a lover.",True,Psych,MomentKiller
"When he says he loves her and she begins to respond in kind, he  intentionally  cuts her off by saying ""Goodbye, Abigail"" to prove it was fake.",True,Psych,MomentKiller
It happens in   the high school reunion episode .,True,Psych,MurderTheHypotenuse
"At the SBPD, he remembered the name of their video tech when Juliet forgot the guy even  existed.",False,Psych,NiceToTheWaiter
"They accuse him of mocking Asian-Americans, but he explains that he was adopted and raised by a Thai family, so in a sense he  is  Asian-American - and, incidentally, that ""offensive accent"" is how he actually speaks.",False,Psych,NWordPrivileges
"This is my associate, Burton Guster.",False,Psych,OnceAnEpisode
"We find out from an offhand remark by Henry what happened to Shawn's mother:  she left, and Henry's  very bitter  about it.",True,Psych,ParentalAbandonment
"Strange variant on this:  Shawn doesn't realize his mom left his dad and despises his dad for being the leaver, until his mom tells him the truth and apologizes for the negative changes in his life that occurred after she left.",True,Psych,ParentalAbandonment
Yin wears ankle weights to make Shawn believe Mary is the killer.,True,Psych,RedHerring
And a bit where it's made to look like   McNabb is Mr.,True,Psych,RedHerring
But he's not;   the drugs are just taking effect.,True,Psych,RedHerring
"As he tells this to his last remaining partner, a tragic case of  I Never Said It Was Poison  happens, and the last partner shoots Henry as they're walking along the beach to keep him quiet.",True,Psych,Retirony
"Abigail has since been  put on a plane  to do volunteer work in Africa, but says she'll return sometime in February.",True,Psych,RomanticFalseLead
And she did... only to fall into the hands of Mr.,True,Psych,RomanticFalseLead
"Although Shawn rescues her, she breaks up with him, unable to deal with the danger Shawn's profession puts him and his loved ones in.",True,Psych,RomanticFalseLead
"Juliet also expresses some jealousy when she discovers that Shawn's relationship with Abigail has progressed to the ""he has a drawer, she has a toothbrush stage"" when she and Gus are checking out Shawn's apartment.",True,Psych,RomanticFalseLead
"They are there to figure out how Shawn got himself SHOT, by the way, and Juliet still can't help getting sidetracked by her jealousy.",True,Psych,RomanticFalseLead
Both were saved in the nick of time.,False,Psych,RubeGoldbergHatesYourGuts
Also Gus screaming like a girl and/or beating a hasty retreat.,False,Psych,RunningGag
"Not to mention the fashion show episode, where they masquerade as Black and Tan, two (made-up) supermodels.",False,Psych,SaltAndPepper
"In one episode, Lassie's saddled with the deputy mayor's son, a juvenile delinquent.",False,Psych,ScareEmStraight
"(Close concept) In ""Christmas Joy"" Shawn, Joy and Gus go in different doors, Gus stops for a minute and looks around the hallway but doesn't see Shawn or Joy when they come out and quickly go back in.",False,Psych,ScoobyDoobyDoors
"Halfway through season five,   Psychic, Shawn  is giving    Fair Cop , Juliette  advice about her upcoming two-week, ridonkulously romantic vacation with her boyfriend, and she shuts him up.",True,Psych,ShutUpKiss
"Unbeknownst to him, she had overheard his previous confession of love to a third party.",True,Psych,ShutUpKiss
"Also, during the high school reunion episode, Shawn confesses to   Abigail  where he was   the night he ""stood her up""  before she shuts him up if only temporarily.",True,Psych,ShutUpKiss
Who knows what'll happen now that   Abigail's broken up with Shawn.,True,Psych,StatusQuoIsGod
"This trope is the reason why   Shawn doesn't go through with telling Juliet how he feels in ""Death is in the Air.",True,Psych,StatusQuoIsGod
